Make_Passport,Make_Hallberg-Rassy,Make_Oyster,Make_Nautor,Country_Netherlands,Make_Bestevaer,Make_Southerly,Make_X-Yachts,Country_Greece,Make_Morris,Country_United Kingdom,Make_Contest,Make_Wauquiez,Region_USA,Country_Croatia,Make_Island Packet,"Length 
(ft)",Make_Malo,Make_Jeanneau,Make_Solaris,Year,Make_Grand Soleil,Make_Tartan,Make_Hunter,Make_Elan,Make_Vismara,Make_Nauticat,Country_Connecticut,Make_Bavaria,Make_Moody,GDP,Make_Beneteau,Make_Maxi,Make_Boreal,Make_Najad,Make_Sabre,Region_Caribbean,Make_J Boats,Country_France,Make_Dufour,Listing Price (USD)
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2005,0,0,0,0,0,0,0,1,0,76800.0,0,0,0,0,0,0,0,0,0,66748.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,2005,0,0,0,0,0,0,0,1,0,76800.0,0,0,0,0,0,0,0,0,0,78945.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,58297.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,112906.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,95961.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,94746.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91102.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,101063.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91106.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,84907.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,84786.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,133651.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,109338.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,105705.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,103253.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,96933.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,115396.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,103249.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,133015.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,145769.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,103249.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,109323.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,151843.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,136896.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,103249.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2005,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,145744.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,102668.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,78955.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,1,0,95961.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,1,0,95961.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,109201.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,78955.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,72760.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,59520.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91102.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,94770.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,57091.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,57091.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,109000.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,109065.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,102034.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,120862.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,145764.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,94770.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,89910.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,129000.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,127548.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,109350.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,108112.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,103188.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,102034.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,100820.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,99881.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,1,0,0,0,184900.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,173094.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,127543.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,121470.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,117826.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,97176.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,121470.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,115396.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2006,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,139690.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,123292.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91102.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,85900.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,97176.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,69238.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,68040.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,68023.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,67537.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91102.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,99898.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,139690.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,156696.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,176131.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,133009.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,131795.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91831.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,129900.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,105705.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,115396.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,1,0,0,0,151892.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,180382.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,173094.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,108108.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,107486.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,94746.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,145769.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,133617.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,121470.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,184634.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2007,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,182212.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,97176.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,69238.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,1,0,0,0,92351.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,82599.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,93693.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,95961.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,97200.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,97162.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,94746.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,91090.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,84807.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,81385.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,72840.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,69238.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2008,0,0,0,0,0,0,0,1,0,17685.0,0,0,0,0,0,0,0,0,0,106893.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,2008,0,0,0,0,0,0,0,1,0,68007.0,0,0,0,0,0,0,0,0,0,78955.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2008,0,0,0,0,0,0,0,1,0,8476.0,0,0,0,0,0,0,0,0,0,120255.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,8476.0,0,0,0,0,0,0,0,0,0,120862.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,62136.0,0,0,0,0,0,0,0,0,0,117826.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,62136.0,0,0,0,0,0,0,0,0,0,91831.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,62136.0,0,0,0,0,0,0,0,0,0,151473.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,0,0,109327.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,0,0,103249.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,0,0,144555.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,0,0,109327.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,0,0,109323.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2008,0,0,0,0,0,0,0,1,0,51203.0,0,0,0,0,0,0,0,0,0,133622.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2008,0,0,0,0,0,0,0,1,0,51203.0,0,0,0,0,0,0,0,0,0,226535.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,2008,0,0,0,0,0,0,0,1,0,51203.0,0,0,0,0,0,0,0,0,0,103249.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2008,0,0,0,0,0,0,0,1,0,51203.0,0,0,0,0,0,1,0,0,0,285000.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,2008,0,0,0,0,0,0,0,1,0,51203.0,0,0,0,0,0,0,0,0,0,176131.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,2008,0,0,0,0,0,0,0,1,0,51203.0,0,0,0,0,0,0,0,0,0,157911.0
