"Length 
(ft)",Year,Make_Antares,Country_France,Make_Fountaine Pajot,Country_Martinique,Region_Caribbean,Make_Outremer,Make_Leopard,Make_Lagoon,Region_Europe,Country_Croatia,GDP,Country_Texas,Region_USA,Country_Greece,Make_Bali,Country_Mexico,Country_Spain,Make_Nautitech,Listing Price (USD)
48.0,2016,0,0,0,0,1,0,1,0,0,0,48044.83,0,0,0,0,0,0,0,465000.0
48.0,2016,0,0,0,0,1,0,1,0,0,0,48044.83,0,0,0,0,0,0,0,465000.0
48.0,2016,0,0,0,0,1,0,1,0,0,0,48044.83,0,0,0,0,0,0,0,459000.0
48.0,2017,0,0,0,0,1,0,1,0,0,0,48044.83,0,0,0,0,0,0,0,195000.0
39.5,2016,0,0,0,0,1,0,0,0,0,0,48044.83,0,0,0,0,0,0,1,380000.0
45.0,2016,0,0,0,0,1,0,0,0,0,0,48044.83,0,0,0,0,0,0,1,519000.0
45.0,2017,0,0,0,0,1,0,0,0,0,0,48044.83,0,0,0,0,0,0,1,519000.0
50.0,2008,0,0,0,0,1,0,0,0,0,0,48044.83,0,0,0,0,0,0,0,479000.0
50.0,2008,0,0,0,0,1,0,0,0,0,0,48044.83,0,0,0,0,0,0,0,465000.0
50.0,2015,0,0,0,0,1,0,0,0,0,0,48044.83,0,0,0,0,0,0,0,617000.0
43.6,2015,0,0,1,0,0,0,0,0,1,0,12221.0,0,0,0,0,0,0,0,484286.0
44.0,2018,1,0,0,0,0,0,0,0,0,0,76800.0,0,1,0,0,0,0,0,910000.0
52.0,2015,0,0,0,0,0,0,0,1,0,0,76800.0,0,1,0,0,0,0,0,949000.0
39.0,2008,0,0,1,0,1,0,0,0,0,0,86568.0,0,0,0,0,0,0,0,186733.0
41.0,2008,0,0,0,0,1,0,0,1,0,0,86568.0,0,0,0,0,0,0,0,310061.0
41.0,2008,0,0,0,0,1,0,0,1,0,0,86568.0,0,0,0,0,0,0,0,309705.0
41.0,2008,0,0,0,0,1,0,0,1,0,0,86568.0,0,0,0,0,0,0,0,297902.0
41.0,2008,0,0,0,0,1,0,0,1,0,0,86568.0,0,0,0,0,0,0,0,297560.0
41.0,2018,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,387664.0
41.0,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,480324.0
41.0,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,462084.0
41.0,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,461585.0
41.0,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,409066.0
44.6,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,583645.0
44.6,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,583054.0
44.6,2019,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,1,0,0,0,558597.0
38.0,2006,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,163694.0
38.0,2006,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,146864.0
38.0,2006,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,146719.0
38.0,2006,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,140188.0
38.0,2006,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,133138.0
47.0,2009,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,315454.0
39.0,2011,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,194562.0
39.0,2011,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,169026.0
39.0,2013,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,342763.0
39.0,2013,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,265811.0
39.0,2016,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,363765.0
39.0,2017,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,363765.0
39.0,2017,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,363765.0
49.0,2018,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,934587.0
49.0,2018,0,0,1,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,934587.0
44.6,2006,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,267301.0
44.6,2006,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,267025.0
44.6,2006,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,267025.0
44.6,2008,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,313471.0
44.6,2008,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,313147.0
44.6,2009,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,435736.0
44.6,2009,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,347755.0
39.0,2010,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,217486.0
39.0,2010,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,217261.0
51.0,2010,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,721467.0
51.0,2010,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,576531.0
51.0,2010,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,575961.0
39.0,2011,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,264804.0
39.0,2011,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,264597.0
39.0,2011,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,217486.0
39.0,2011,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,217261.0
39.0,2011,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,206095.0
39.0,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,241786.0
39.0,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,241536.0
39.0,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,241536.0
39.0,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,218639.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,398420.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,398420.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,398110.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,397717.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,364778.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,364501.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,363587.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,362911.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,339267.0
45.8,2012,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,338302.0
39.0,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,340115.0
39.0,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,339850.0
39.0,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,267197.0
39.0,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,267025.0
39.0,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,267025.0
39.0,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,242507.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,618603.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,445907.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,445006.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,400850.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,400537.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,376556.0
45.8,2013,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,376262.0
38.4,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,260208.0
45.8,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,546539.0
45.8,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,545648.0
45.8,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,484598.0
45.8,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,483808.0
45.8,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,472420.0
52.0,2014,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,1003140.0
38.0,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,220078.0
39.0,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,338636.0
45.8,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,557470.0
45.8,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,556561.0
45.8,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,516769.0
45.8,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,473667.0
45.8,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,472895.0
52.0,2015,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,911022.0
39.0,2016,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,326753.0
39.0,2016,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,326499.0
39.0,2016,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,309506.0
42.0,2016,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,460370.0
42.0,2016,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,460011.0
38.4,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,333781.0
39.0,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,362911.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,516246.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,515844.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,473732.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,473362.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,461225.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,459620.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,459155.0
42.5,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,458344.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,791947.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,785793.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,571486.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,570830.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,569899.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,569899.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,541087.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,540677.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,484664.0
45.8,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,483808.0
52.0,2017,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,479805.0
38.5,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,431654.0
38.5,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,431217.0
42.5,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,516246.0
42.5,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,515844.0
42.5,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,515334.0
45.8,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,577127.0
45.8,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,575961.0
45.8,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,546539.0
45.8,2018,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,545648.0
38.5,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,468132.0
38.5,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,467658.0
38.5,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,419070.0
38.5,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,418744.0
42.5,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,483565.0
42.5,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,359017.0
45.8,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,616475.0
45.8,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,615851.0
48.0,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,875796.0
48.0,2019,0,0,0,0,0,0,0,1,1,1,17685.0,0,0,0,0,0,0,0,875114.0
52.0,2013,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,802512.0
52.0,2013,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,802512.0
52.0,2014,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,1003140.0
52.0,2014,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,753875.0
52.0,2015,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,911945.0
52.0,2017,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,0,480291.0
42.5,2014,0,0,0,0,0,0,1,0,1,1,17685.0,0,0,0,0,0,0,0,363145.0
42.5,2014,0,0,0,0,0,0,1,0,1,1,17685.0,0,0,0,0,0,0,0,362911.0
48.0,2014,0,0,0,0,0,0,1,0,1,1,17685.0,0,0,0,0,0,0,0,472149.0
48.0,2014,0,0,0,0,0,0,1,0,1,1,17685.0,0,0,0,0,0,0,0,472149.0
37.5,2015,0,0,0,0,0,0,1,0,1,1,17685.0,0,0,0,0,0,0,0,265549.0
48.0,2015,0,0,0,0,0,0,1,0,1,1,17685.0,0,0,0,0,0,0,0,508561.0
39.5,2005,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,188252.0
39.5,2005,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,188131.0
39.5,2008,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,191772.0
44.0,2010,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,437734.0
44.0,2010,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,437231.0
39.5,2015,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,315575.0
39.5,2016,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,475638.0
39.5,2016,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,345919.0
39.5,2016,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,345919.0
39.5,2016,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,345919.0
45.0,2017,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,525317.0
45.0,2017,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,523822.0
45.0,2018,0,0,0,0,0,0,0,0,1,1,17685.0,0,0,0,0,0,0,1,775274.0
38.4,2013,0,0,0,0,0,0,0,1,1,0,31551.0,0,0,0,0,0,0,0,303982.0
38.4,2013,0,0,0,0,0,0,0,1,1,0,31551.0,0,0,0,0,0,0,0,303437.0
44.6,2008,0,0,0,0,1,0,0,1,0,0,8476.0,0,0,0,0,0,0,0,325000.0
42.5,2016,0,0,0,0,1,0,0,1,0,0,8476.0,0,0,0,0,0,0,0,515334.0
45.8,2018,0,0,0,0,1,0,0,1,0,0,8476.0,0,0,0,0,0,0,0,619012.0
42.5,2019,0,0,0,0,1,0,0,1,0,0,8476.0,0,0,0,0,0,0,0,705237.0
47.0,2005,0,0,0,0,1,0,0,0,0,0,8476.0,0,0,0,0,0,0,1,266761.0
44.0,2010,1,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,525000.0
44.0,2010,1,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,495000.0
44.0,2012,1,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,749000.0
43.0,2015,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,1,0,0,0,449000.0
40.0,2018,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,1,0,0,0,449000.0
40.0,2016,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,295000.0
48.7,2018,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,990000.0
46.0,2005,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,229000.0
42.65,2006,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,275000.0
43.0,2009,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,300000.0
43.0,2010,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,390000.0
43.6,2014,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,535000.0
47.0,2014,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,485000.0
49.0,2015,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,765000.0
43.6,2016,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,399000.0
